,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position
3399,University of North Carolina at Pembroke Master NORTH CAROLINA,"$54,700",6.5%,5,"$72,000",112.4,1606
562,University of North Dakota Doctoral NORTH DAKOTA,"$107,700",,156,"$145,400",92.7,1591
1509,University of North Dakota Doctoral NORTH DAKOTA,"$85,800",,204,"$121,400",89.2,1596
2458,University of North Dakota Doctoral NORTH DAKOTA,"$72,600",,162,"$109,200",92.6,1601
3407,University of North Dakota Doctoral NORTH DAKOTA,"$52,200",,69,"$85,600",92.6,1606
134,University of North Florida Master FLORIDA,"$100,000",0.8%,110,"$124,900",89.4,1591
1081,University of North Florida Master FLORIDA,"$75,100",0.6%,170,"$92,600",94.1,1596
2030,University of North Florida Master FLORIDA,"$67,700",3.1%,110,"$83,800",94.4,1601
2979,University of North Florida Master FLORIDA,"$50,900",2.2%,99,"$67,200",103.5,1606
154,University of North Georgia Master GEORGIA,"$81,400",3.5%,107,-,99.2,1591
1101,University of North Georgia Master GEORGIA,"$67,100",3.9%,134,-,101.3,1596
2050,University of North Georgia Master GEORGIA,"$57,800",2.3%,223,-,102.3,1601
2999,University of North Georgia Master GEORGIA,$0,,1,-,,1606
773,University of North Texas Doctoral TEXAS,"$119,200",3.4%,325,-,88.7,1591
1722,University of North Texas Doctoral TEXAS,"$88,700",3.1%,291,-,94.4,1596
2671,University of North Texas Doctoral TEXAS,"$77,400",1.8%,154,-,86.7,1601
3620,University of North Texas Doctoral TEXAS,"$62,300",4.3%,21,-,95.6,1606
94,University of Northern Colorado Doctoral COLORADO,"$90,100",2.1%,182,"$107,800",93.4,1591
1041,University of Northern Colorado Doctoral COLORADO,"$66,600",2.2%,125,"$82,400",93.6,1596
1990,University of Northern Colorado Doctoral COLORADO,"$57,000",2.8%,139,"$68,000",96.9,1601
2939,University of Northern Colorado Doctoral COLORADO,"$45,000",4.1%,14,"$53,900",98.2,1606
244,University of Northern Iowa Master IOWA,"$92,700",0.9%,160,"$123,100",90.6,1591
1191,University of Northern Iowa Master IOWA,"$75,700",1.7%,163,"$102,400",94.7,1596
2140,University of Northern Iowa Master IOWA,"$65,700",2.1%,112,"$90,400",94.5,1601
3089,University of Northern Iowa Master IOWA,"$57,700",2.1%,80,"$80,600",94.1,1606
222,University of Notre Dame Doctoral INDIANA,"$180,900",3.9%,415,"$230,100",88.4,1591
1169,University of Notre Dame Doctoral INDIANA,"$119,200",4.4%,276,"$158,500",96.8,1596
2118,University of Notre Dame Doctoral INDIANA,"$107,000",4.5%,192,"$138,900",88.8,1601
3067,University of Notre Dame Doctoral INDIANA,$0,,0,-,,1606
625,University of Oklahoma-Norman Campus Doctoral OKLAHOMA,"$122,200",1.9%,377,"$168,100",80.8,1591
1573,University of Oklahoma-Norman Campus Doctoral OKLAHOMA,"$84,200",3.5%,316,"$111,900",90.1,1596
2522,University of Oklahoma-Norman Campus Doctoral OKLAHOMA,"$75,000",3.1%,310,"$97,900",92.6,1601
3471,University of Oklahoma-Norman Campus Doctoral OKLAHOMA,"$42,700",0.7%,106,"$59,400",91.6,1606
631,University of Oregon Doctoral OREGON,"$134,800",3.8%,288,"$190,400",102.1,1591
1579,University of Oregon Doctoral OREGON,"$98,100",4.0%,293,"$139,400",93.9,1596
2528,University of Oregon Doctoral OREGON,"$84,900",5.0%,179,"$119,500",98.9,1601
3477,University of Oregon Doctoral OREGON,"$55,700",3.1%,338,"$85,700",91.3,1606
692,University of Pennsylvania Doctoral PENNSYLVANIA,"$217,300",3.5%,626,"$281,100",91.3,1591
1640,University of Pennsylvania Doctoral PENNSYLVANIA,"$140,100",5.6%,223,"$194,300",89.6,1596
2589,University of Pennsylvania Doctoral PENNSYLVANIA,"$130,300",5.3%,247,"$182,800",86.9,1601
3538,University of Pennsylvania Doctoral PENNSYLVANIA,$0,,0,-,,1606
270,University of Pikeville Baccalaureate KENTUCKY,"$65,000",6.2%,17,"$79,400",106.7,1591
1217,University of Pikeville Baccalaureate KENTUCKY,"$56,300",0.6%,23,"$69,100",90.3,1596
2166,University of Pikeville Baccalaureate KENTUCKY,"$47,000",,17,"$58,400",102.6,1601
3115,University of Pikeville Baccalaureate KENTUCKY,"$45,200",,8,"$54,200",113.4,1606
693,University of Pittsburgh-Bradford Baccalaureate PENNSYLVANIA,"$88,300",2.3%,10,"$114,400",102.5,1591
1641,University of Pittsburgh-Bradford Baccalaureate PENNSYLVANIA,"$73,100",2.3%,28,"$92,800",91.9,1596
2590,University of Pittsburgh-Bradford Baccalaureate PENNSYLVANIA,"$60,700",2.8%,25,"$76,600",93.7,1601
3539,University of Pittsburgh-Bradford Baccalaureate PENNSYLVANIA,"$49,700",3.8%,10,"$62,600",106.4,1606
694,University of Pittsburgh-Greensburg Baccalaureate PENNSYLVANIA,"$82,900",2.9%,6,"$103,900",92.2,1591
1642,University of Pittsburgh-Greensburg Baccalaureate PENNSYLVANIA,"$72,000",3.0%,31,"$92,300",97.1,1596
2591,University of Pittsburgh-Greensburg Baccalaureate PENNSYLVANIA,"$62,600",4.5%,22,"$81,600",95.2,1601
3540,University of Pittsburgh-Greensburg Baccalaureate PENNSYLVANIA,"$44,800",2.7%,18,"$59,200",81.7,1606
695,University of Pittsburgh-Johnstown Baccalaureate PENNSYLVANIA,"$97,000",3.6%,12,"$127,100",99.8,1591
1643,University of Pittsburgh-Johnstown Baccalaureate PENNSYLVANIA,"$72,200",2.8%,53,"$94,300",92.5,1596
2592,University of Pittsburgh-Johnstown Baccalaureate PENNSYLVANIA,"$58,600",4.0%,43,"$75,700",95.8,1601
3541,University of Pittsburgh-Johnstown Baccalaureate PENNSYLVANIA,"$50,700",2.3%,35,"$67,800",89.0,1606
696,University of Pittsburgh-Pittsburgh Campus Doctoral PENNSYLVANIA,"$153,000",3.1%,480,"$207,600",88.5,1591
1644,University of Pittsburgh-Pittsburgh Campus Doctoral PENNSYLVANIA,"$101,100",3.4%,413,"$142,600",95.2,1596
2593,University of Pittsburgh-Pittsburgh Campus Doctoral PENNSYLVANIA,"$85,600",3.7%,510,"$131,400",92.2,1601
3542,University of Pittsburgh-Pittsburgh Campus Doctoral PENNSYLVANIA,"$55,600",4.1%,158,"$86,700",86.1,1606
697,University of Pittsburgh-Titusville Associate with Ranks PENNSYLVANIA,$0,2.3%,1,-,,1591
1645,University of Pittsburgh-Titusville Associate with Ranks PENNSYLVANIA,"$67,500",2.3%,4,"$89,500",100.6,1596
2594,University of Pittsburgh-Titusville Associate with Ranks PENNSYLVANIA,"$61,800",2.2%,7,"$88,900",72.2,1601
3543,University of Pittsburgh-Titusville Associate with Ranks PENNSYLVANIA,"$48,000",2.3%,12,"$67,200",107.2,1606
632,University of Portland Master OREGON,"$97,200",5.1%,41,"$135,800",82.8,1591
1580,University of Portland Master OREGON,"$75,500",3.3%,80,"$106,500",95.3,1596
2529,University of Portland Master OREGON,"$73,900",7.4%,62,"$97,000",105.6,1601
3478,University of Portland Master OREGON,"$57,000",1.0%,62,"$74,600",105.4,1606
709,University of Puerto Rico-Ponce Baccalaureate DISTRICT OF COLUMBIA,"$78,400",0.1%,60,"$109,700",99.6,1591
1657,University of Puerto Rico-Ponce Baccalaureate DISTRICT OF COLUMBIA,"$64,500",,24,"$90,400",92.0,1596
2606,University of Puerto Rico-Ponce Baccalaureate DISTRICT OF COLUMBIA,"$60,300",1.8%,64,"$89,900",96.5,1601
3555,University of Puerto Rico-Ponce Baccalaureate DISTRICT OF COLUMBIA,"$46,000",0.0%,18,"$65,400",94.0,1606
826,University of Puget Sound Baccalaureate WASHINGTON,"$111,100",1.4%,115,"$148,600",97.5,1591
1775,University of Puget Sound Baccalaureate WASHINGTON,"$88,300",10.3%,37,"$116,900",101.6,1596
2724,University of Puget Sound Baccalaureate WASHINGTON,"$75,100",7.7%,40,"$100,600",97.5,1601
3673,University of Puget Sound Baccalaureate WASHINGTON,"$75,100",5.3%,41,"$99,400",99.2,1606
716,University of Rhode Island Doctoral RHODE ISLAND,"$122,900",4.0%,272,"$168,400",94.3,1591
1664,University of Rhode Island Doctoral RHODE ISLAND,"$90,100",4.5%,150,"$126,100",93.6,1596
2613,University of Rhode Island Doctoral RHODE ISLAND,"$83,700",3.5%,176,"$112,700",97.8,1601
3562,University of Rhode Island Doctoral RHODE ISLAND,$0,,0,-,,1606
814,University of Richmond Baccalaureate VIRGINIA,"$158,300",2.4%,121,"$198,800",85.2,1591
1763,University of Richmond Baccalaureate VIRGINIA,"$108,800",4.7%,132,"$139,900",89.2,1596
2712,University of Richmond Baccalaureate VIRGINIA,"$90,900",4.9%,86,"$114,000",98.8,1601
3661,University of Richmond Baccalaureate VIRGINIA,"$64,900",4.2%,66,"$90,400",89.9,1606
523,University of Rochester Doctoral NEW YORK,"$166,700",2.5%,249,"$207,400",89.0,1591
1470,University of Rochester Doctoral NEW YORK,"$112,200",3.4%,144,"$140,300",92.6,1596
2419,University of Rochester Doctoral NEW YORK,"$106,900",3.7%,133,"$133,100",83.1,1601
3368,University of Rochester Doctoral NEW YORK,"$49,400",5.1%,26,"$65,600",106.0,1606
105,University of Saint Joseph Master CONNECTICUT,"$95,200",2.0%,21,"$130,500",101.9,1591
1052,University of Saint Joseph Master CONNECTICUT,"$78,300",2.4%,41,"$111,600",97.5,1596
2001,University of Saint Joseph Master CONNECTICUT,"$70,400",2.6%,67,"$102,800",94.6,1601
2950,University of Saint Joseph Master CONNECTICUT,"$54,100",2.1%,7,"$67,700",115.3,1606
80,University of San Diego Doctoral CALIFORNIA,"$140,600",2.9%,198,"$186,900",86.4,1591
1027,University of San Diego Doctoral CALIFORNIA,"$100,400",3.2%,129,"$136,600",90.2,1596
1976,University of San Diego Doctoral CALIFORNIA,"$82,300",3.2%,113,"$118,200",105.1,1601
2925,University of San Diego Doctoral CALIFORNIA,"$72,300",4.1%,37,"$108,900",94.6,1606
81,University of San Francisco Doctoral CALIFORNIA,"$158,700",6.6%,153,"$211,700",94.1,1591
1028,University of San Francisco Doctoral CALIFORNIA,"$117,800",7.7%,133,"$160,500",97.7,1596
1977,University of San Francisco Doctoral CALIFORNIA,"$100,900",6.2%,202,"$139,200",99.2,1601
2926,University of San Francisco Doctoral CALIFORNIA,"$90,300",5.9%,14,"$135,500",95.4,1606
626,University of Science and Arts of Oklahoma Baccalaureate OKLAHOMA,"$59,200",0.0%,17,"$75,200",96.8,1591
1574,University of Science and Arts of Oklahoma Baccalaureate OKLAHOMA,"$55,300",4.8%,15,"$73,400",96.8,1596
2523,University of Science and Arts of Oklahoma Baccalaureate OKLAHOMA,"$46,000",3.6%,10,"$59,300",100.2,1601
3472,University of Science and Arts of Oklahoma Baccalaureate OKLAHOMA,"$40,100",4.6%,9,"$52,700",102.6,1606
698,University of Scranton Master PENNSYLVANIA,"$114,300",3.0%,93,"$161,300",93.6,1591
1646,University of Scranton Master PENNSYLVANIA,"$93,600",3.7%,89,"$131,800",90.4,1596
2595,University of Scranton Master PENNSYLVANIA,"$74,300",4.4%,55,"$106,800",92.4,1601
3544,University of Scranton Master PENNSYLVANIA,$0,,0,-,,1606
731,University of Sioux Falls Baccalaureate SOUTH DAKOTA,"$64,800",2.0%,9,-,94.2,1591
1680,University of Sioux Falls Baccalaureate SOUTH DAKOTA,"$58,000",1.8%,24,-,93.9,1596
2629,University of Sioux Falls Baccalaureate SOUTH DAKOTA,"$53,600",2.8%,23,-,98.9,1601
3578,University of Sioux Falls Baccalaureate SOUTH DAKOTA,"$41,500",0.7%,4,-,,1606
9,University of South Alabama Master ALABAMA,"$89,100",,111,"$97,100",97.6,1591
956,University of South Alabama Master ALABAMA,"$69,700",0.8%,118,"$76,500",95.0,1596
1905,University of South Alabama Master ALABAMA,"$65,800",0.4%,239,"$78,400",98.6,1601
2854,University of South Alabama Master ALABAMA,"$50,200",1.6%,133,"$55,900",108.3,1606
943,University of South Carolina-Aiken Master SOUTH CAROLINA,"$80,300",0.6%,32,"$121,500",98.3,1591
1892,University of South Carolina-Aiken Master SOUTH CAROLINA,"$66,100",0.3%,45,"$96,600",93.9,1596
2841,University of South Carolina-Aiken Master SOUTH CAROLINA,"$59,100",1.2%,47,"$85,200",94.2,1601
3790,University of South Carolina-Aiken Master SOUTH CAROLINA,"$47,700",0.5%,35,"$69,700",109.3,1606
944,University of South Carolina-Beaufort Baccalaureate SOUTH CAROLINA,"$82,900",0.0%,15,"$133,400",88.3,1591
1893,University of South Carolina-Beaufort Baccalaureate SOUTH CAROLINA,"$75,000",1.5%,22,"$111,500",94.6,1596
2842,University of South Carolina-Beaufort Baccalaureate SOUTH CAROLINA,"$60,200",2.9%,30,"$86,100",102.1,1601
3791,University of South Carolina-Beaufort Baccalaureate SOUTH CAROLINA,"$52,900",0.0%,26,"$76,900",101.2,1606
945,University of South Carolina-Columbia Doctoral SOUTH CAROLINA,"$133,800",0.8%,428,"$186,800",92.2,1591
1894,University of South Carolina-Columbia Doctoral SOUTH CAROLINA,"$92,900",1.9%,431,"$130,500",89.1,1596
2843,University of South Carolina-Columbia Doctoral SOUTH CAROLINA,"$85,400",2.6%,424,"$122,400",84.7,1601
3792,University of South Carolina-Columbia Doctoral SOUTH CAROLINA,"$53,300",2.3%,211,"$88,000",100.7,1606
946,University of South Carolina-Upstate Master SOUTH CAROLINA,"$81,600",2.0%,43,"$114,600",93.9,1591
1895,University of South Carolina-Upstate Master SOUTH CAROLINA,"$65,300",2.2%,57,"$91,400",105.8,1596
2844,University of South Carolina-Upstate Master SOUTH CAROLINA,"$60,100",2.4%,56,"$84,200",103.4,1601
3793,University of South Carolina-Upstate Master SOUTH CAROLINA,"$50,100",2.7%,78,"$72,700",99.3,1606
136,University of South Florida-Main Campus Doctoral FLORIDA,"$129,800",5.8%,344,"$167,700",89.4,1591
1083,University of South Florida-Main Campus Doctoral FLORIDA,"$93,900",7.2%,355,"$124,200",92.8,1596
2032,University of South Florida-Main Campus Doctoral FLORIDA,"$84,400",8.5%,198,"$114,600",89.0,1601
2981,University of South Florida-Main Campus Doctoral FLORIDA,"$59,900",7.4%,350,"$90,800",89.9,1606
135,University of South Florida-Sarasota-Manatee Doctoral FLORIDA,"$122,300",3.6%,7,"$152,900",67.7,1591
1082,University of South Florida-Sarasota-Manatee Doctoral FLORIDA,"$96,500",7.7%,20,"$123,200",76.3,1596
2031,University of South Florida-Sarasota-Manatee Doctoral FLORIDA,"$79,000",5.6%,17,"$104,900",103.4,1601
2980,University of South Florida-Sarasota-Manatee Doctoral FLORIDA,"$62,200",8.5%,41,"$90,100",100.8,1606
137,University of South Florida-St Petersburg Doctoral FLORIDA,"$122,700",6.8%,31,"$153,200",95.5,1591
1084,University of South Florida-St Petersburg Doctoral FLORIDA,"$88,800",5.3%,38,"$114,100",94.9,1596
2033,University of South Florida-St Petersburg Doctoral FLORIDA,"$58,500",10.1%,30,"$77,700",103.7,1601
2982,University of South Florida-St Petersburg Doctoral FLORIDA,"$60,700",7.5%,33,"$79,500",99.4,1606
82,University of Southern California Doctoral CALIFORNIA,"$181,600",3.9%,840,"$246,700",85.2,1591
1029,University of Southern California Doctoral CALIFORNIA,"$113,800",5.1%,580,"$167,500",88.6,1596
1978,University of Southern California Doctoral CALIFORNIA,"$97,900",5.0%,452,"$145,100",90.8,1601
2927,University of Southern California Doctoral CALIFORNIA,$0,2.5%,2,-,240.9,1606
223,University of Southern Indiana Master INDIANA,"$91,800",1.6%,37,"$123,800",90.6,1591
1170,University of Southern Indiana Master INDIANA,"$74,900",2.3%,93,"$101,700",91.0,1596
2119,University of Southern Indiana Master INDIANA,"$64,700",2.6%,112,"$87,800",90.6,1601
3068,University of Southern Indiana Master INDIANA,"$52,200",3.1%,92,"$72,700",99.2,1606
292,University of Southern Maine Master MAINE,"$98,100",0.9%,76,"$134,100",94.4,1591
1239,University of Southern Maine Master MAINE,"$82,500",1.9%,79,"$114,300",88.6,1596
2188,University of Southern Maine Master MAINE,"$61,800",1.9%,40,"$86,600",101.1,1601
3137,University of Southern Maine Master MAINE,$0,0.0%,2,-,,1606
393,University of Southern Mississippi Doctoral MISSISSIPPI,"$99,600",0.4%,137,"$141,400",95.5,1591
1340,University of Southern Mississippi Doctoral MISSISSIPPI,"$73,100",2.1%,181,"$100,000",107.8,1596
2289,University of Southern Mississippi Doctoral MISSISSIPPI,"$63,800",0.6%,237,"$86,000",103.0,1601
3238,University of Southern Mississippi Doctoral MISSISSIPPI,"$50,200",1.2%,122,"$70,500",102.0,1606
387,University of St Thomas Doctoral MINNESOTA,"$117,200",0.8%,110,"$147,100",91.3,1591
774,University of St Thomas Doctoral MINNESOTA,"$94,400",,37,"$119,100",99.6,1591
1334,University of St Thomas Doctoral MINNESOTA,"$91,000",2.4%,188,"$116,900",89.5,1596
1723,University of St Thomas Doctoral MINNESOTA,"$72,500",-0.5%,55,"$91,900",92.9,1596
2283,University of St Thomas Doctoral MINNESOTA,"$77,200",15.9%,97,"$98,700",89.7,1601
2672,University of St Thomas Doctoral MINNESOTA,"$58,200",1.7%,54,"$83,000",86.6,1601
3232,University of St Thomas Doctoral MINNESOTA,"$85,800",1.1%,5,"$105,600",102.2,1606
3621,University of St Thomas Doctoral MINNESOTA,"$50,500",0.0%,7,"$64,700",90.4,1606
611,University of Toledo Doctoral OHIO,"$119,400",,208,"$177,800",96.4,1591
1559,University of Toledo Doctoral OHIO,"$96,000",,215,"$141,600",91.7,1596
2508,University of Toledo Doctoral OHIO,"$84,000",,132,"$123,400",98.4,1601
3457,University of Toledo Doctoral OHIO,"$68,800",,20,"$110,700",90.7,1606
627,University of Tulsa Master OKLAHOMA,"$121,500",0.4%,123,"$153,700",99.7,1591
1575,University of Tulsa Master OKLAHOMA,"$87,200",0.5%,106,"$112,700",83.7,1596
2524,University of Tulsa Master OKLAHOMA,"$84,400",1.0%,95,"$107,200",89.2,1601
3473,University of Tulsa Master OKLAHOMA,"$53,700",0.0%,26,"$73,300",95.3,1606
783,University of Utah Doctoral UTAH,"$135,100",2.7%,398,"$183,500",94.1,1591
1732,University of Utah Doctoral UTAH,"$94,800",3.3%,266,"$130,500",91.2,1596
2681,University of Utah Doctoral UTAH,"$86,300",2.9%,235,"$119,000",90.9,1601
3630,University of Utah Doctoral UTAH,$0,,0,-,,1606
815,University of Virginia-Main Campus Doctoral VIRGINIA,"$177,300",3.5%,537,"$236,300",86.7,1591
1764,University of Virginia-Main Campus Doctoral VIRGINIA,"$118,700",4.3%,376,"$161,800",92.6,1596
2713,University of Virginia-Main Campus Doctoral VIRGINIA,"$90,600",3.8%,408,"$123,900",85.5,1601
3662,University of Virginia-Main Campus Doctoral VIRGINIA,"$68,300",3.0%,6,"$87,000",164.8,1606
827,University of Washington-Bothell Campus Master WASHINGTON,"$124,700",6.7%,24,"$152,300",87.3,1591
1776,University of Washington-Bothell Campus Master WASHINGTON,"$107,500",8.8%,41,"$131,900",93.6,1596
2725,University of Washington-Bothell Campus Master WASHINGTON,"$97,400",2.7%,64,"$121,000",103.5,1601
3674,University of Washington-Bothell Campus Master WASHINGTON,$0,,0,-,,1606
828,University of Washington-Seattle Campus Doctoral WASHINGTON,"$144,800",4.6%,707,"$176,700",90.9,1591
1777,University of Washington-Seattle Campus Doctoral WASHINGTON,"$110,100",5.7%,447,"$139,100",92.0,1596
2726,University of Washington-Seattle Campus Doctoral WASHINGTON,"$101,900",4.6%,343,"$128,500",95.0,1601
3675,University of Washington-Seattle Campus Doctoral WASHINGTON,"$50,000",7.2%,43,"$76,500",87.5,1606
829,University of Washington-Tacoma Campus Master WASHINGTON,"$122,700",4.3%,37,"$149,100",81.4,1591
1778,University of Washington-Tacoma Campus Master WASHINGTON,"$101,600",4.1%,57,"$125,100",87.8,1596
2727,University of Washington-Tacoma Campus Master WASHINGTON,"$86,700",3.0%,57,"$108,100",95.7,1601
3676,University of Washington-Tacoma Campus Master WASHINGTON,$0,,0,-,,1606
927,University of West Alabama Master ALABAMA,"$76,400",1.2%,20,"$101,600",96.4,1591
1876,University of West Alabama Master ALABAMA,"$65,000",3.1%,38,"$88,400",91.7,1596
2825,University of West Alabama Master ALABAMA,"$52,600",3.2%,41,"$85,200",91.5,1601
3774,University of West Alabama Master ALABAMA,"$43,600",1.3%,22,"$63,400",95.5,1606
155,University of West Georgia Master GEORGIA,"$83,700",2.8%,109,"$119,200",88.7,1591
1102,University of West Georgia Master GEORGIA,"$66,500",4.6%,120,"$95,000",102.8,1596
2051,University of West Georgia Master GEORGIA,"$58,800",4.4%,122,"$81,600",102.3,1601
3000,University of West Georgia Master GEORGIA,"$43,000",3.0%,80,"$60,700",104.7,1606
847,University of Wisconsin Colleges Associate with Ranks WISCONSIN,"$62,400",0.2%,70,"$86,100",99.3,1591
1796,University of Wisconsin Colleges Associate with Ranks WISCONSIN,"$51,200",0.5%,119,"$73,100",97.9,1596
2745,University of Wisconsin Colleges Associate with Ranks WISCONSIN,"$45,000",1.5%,54,"$66,000",100.9,1601
3694,University of Wisconsin Colleges Associate with Ranks WISCONSIN,$0,,0,-,,1606
848,University of Wisconsin-Eau Claire Master WISCONSIN,"$79,200",4.3%,145,"$106,400",95.6,1591
1797,University of Wisconsin-Eau Claire Master WISCONSIN,"$65,700",2.8%,114,"$91,200",101.0,1596
2746,University of Wisconsin-Eau Claire Master WISCONSIN,"$65,900",2.7%,88,"$90,300",91.2,1601
3695,University of Wisconsin-Eau Claire Master WISCONSIN,"$55,200",2.9%,9,"$77,700",111.6,1606
849,University of Wisconsin-Green Bay Master WISCONSIN,"$69,300",0.0%,30,"$94,800",86.0,1591
1798,University of Wisconsin-Green Bay Master WISCONSIN,"$61,900",0.1%,62,"$85,500",91.8,1596
2747,University of Wisconsin-Green Bay Master WISCONSIN,"$62,400",0.1%,54,"$86,000",88.8,1601
3696,University of Wisconsin-Green Bay Master WISCONSIN,$0,,0,-,,1606
850,University of Wisconsin-La Crosse Master WISCONSIN,"$80,900",1.1%,91,"$108,800",92.7,1591
1799,University of Wisconsin-La Crosse Master WISCONSIN,"$67,100",1.4%,129,"$91,900",95.3,1596
2748,University of Wisconsin-La Crosse Master WISCONSIN,"$62,900",1.9%,156,"$88,200",95.0,1601
3697,University of Wisconsin-La Crosse Master WISCONSIN,$0,,0,-,,1606
851,University of Wisconsin-Madison Doctoral WISCONSIN,"$136,200",2.6%,979,"$176,100",89.0,1591
1800,University of Wisconsin-Madison Doctoral WISCONSIN,"$102,100",5.0%,325,"$138,000",94.9,1596
2749,University of Wisconsin-Madison Doctoral WISCONSIN,"$89,500",3.8%,415,"$121,000",91.6,1601
3698,University of Wisconsin-Madison Doctoral WISCONSIN,"$65,700",2.8%,310,"$105,200",94.7,1606
852,University of Wisconsin-Milwaukee Doctoral WISCONSIN,"$104,700",1.3%,222,"$134,500",90.7,1591
1801,University of Wisconsin-Milwaukee Doctoral WISCONSIN,"$78,500",1.0%,355,"$105,600",91.6,1596
2750,University of Wisconsin-Milwaukee Doctoral WISCONSIN,"$74,300",1.6%,173,"$103,200",84.4,1601
3699,University of Wisconsin-Milwaukee Doctoral WISCONSIN,"$55,000",0.3%,44,"$91,700",89.6,1606
853,University of Wisconsin-Oshkosh Master WISCONSIN,"$81,200",2.7%,122,"$107,400",87.5,1591
1802,University of Wisconsin-Oshkosh Master WISCONSIN,"$64,700",1.1%,102,"$89,000",95.1,1596
2751,University of Wisconsin-Oshkosh Master WISCONSIN,"$65,800",1.4%,79,"$90,700",87.8,1601
3700,University of Wisconsin-Oshkosh Master WISCONSIN,$0,0.0%,2,-,,1606
854,University of Wisconsin-Parkside Master WISCONSIN,"$73,600",0.8%,26,"$98,900",92.2,1591
1803,University of Wisconsin-Parkside Master WISCONSIN,"$65,100",0.8%,46,"$89,200",92.6,1596
2752,University of Wisconsin-Parkside Master WISCONSIN,"$56,600",1.0%,42,"$79,300",104.3,1601
3701,University of Wisconsin-Parkside Master WISCONSIN,$0,,0,-,,1606
855,University of Wisconsin-Platteville Master WISCONSIN,"$73,400",2.6%,90,"$99,800",97.0,1591
1804,University of Wisconsin-Platteville Master WISCONSIN,"$62,800",3.8%,52,"$86,900",99.1,1596
2753,University of Wisconsin-Platteville Master WISCONSIN,"$58,800",2.5%,90,"$81,900",93.3,1601
3702,University of Wisconsin-Platteville Master WISCONSIN,$0,,0,-,,1606
856,University of Wisconsin-River Falls Master WISCONSIN,"$74,500",1.0%,104,"$100,700",99.6,1591
1805,University of Wisconsin-River Falls Master WISCONSIN,"$66,200",1.7%,37,"$90,300",97.8,1596
2754,University of Wisconsin-River Falls Master WISCONSIN,"$63,900",0.8%,46,"$88,900",90.3,1601
3703,University of Wisconsin-River Falls Master WISCONSIN,"$53,600",5.0%,4,"$83,300",92.2,1606
857,University of Wisconsin-Stevens Point Master WISCONSIN,"$70,900",0.0%,142,"$96,700",95.1,1591
1806,University of Wisconsin-Stevens Point Master WISCONSIN,"$57,800",2.8%,72,"$81,400",102.4,1596
2755,University of Wisconsin-Stevens Point Master WISCONSIN,"$56,000",1.1%,106,"$80,500",95.4,1601
3704,University of Wisconsin-Stevens Point Master WISCONSIN,"$40,600",0.0%,6,"$81,300",94.1,1606
858,University of Wisconsin-Stout Master WISCONSIN,"$73,500",3.4%,76,"$98,700",92.5,1591
1807,University of Wisconsin-Stout Master WISCONSIN,"$63,800",3.7%,85,"$87,600",95.3,1596
2756,University of Wisconsin-Stout Master WISCONSIN,"$61,000",2.9%,90,"$84,400",90.8,1601
3705,University of Wisconsin-Stout Master WISCONSIN,$0,9.2%,1,-,,1606
859,University of Wisconsin-Superior Master WISCONSIN,"$67,500",0.0%,32,"$91,900",102.5,1591
1808,University of Wisconsin-Superior Master WISCONSIN,"$56,100",1.4%,34,"$78,800",93.0,1596
2757,University of Wisconsin-Superior Master WISCONSIN,"$56,900",0.5%,28,"$79,600",88.4,1601
3706,University of Wisconsin-Superior Master WISCONSIN,$0,,0,-,,1606
860,University of Wisconsin-Whitewater Master WISCONSIN,"$78,800",0.2%,98,"$104,800",89.2,1591
1809,University of Wisconsin-Whitewater Master WISCONSIN,"$69,300",1.2%,139,"$94,200",91.1,1596
2758,University of Wisconsin-Whitewater Master WISCONSIN,"$71,700",1.6%,135,"$96,600",92.9,1601
3707,University of Wisconsin-Whitewater Master WISCONSIN,$0,,0,-,,1606
862,University of Wyoming Doctoral WYOMING,"$117,000",1.4%,191,"$161,200",92.4,1591
1811,University of Wyoming Doctoral WYOMING,"$82,000",1.9%,205,"$117,700",95.8,1596
2760,University of Wyoming Doctoral WYOMING,"$79,300",1.3%,136,"$113,700",87.8,1601
3709,University of Wyoming Doctoral WYOMING,"$72,400",1.4%,16,"$104,800",46.5,1606
772,University of the Incarnate Word Master TEXAS,"$94,700",2.1%,71,"$122,600",99.6,1591
1721,University of the Incarnate Word Master TEXAS,"$82,500",2.7%,94,"$109,400",100.2,1596
2670,University of the Incarnate Word Master TEXAS,"$72,200",3.4%,121,"$96,900",97.7,1601
3619,University of the Incarnate Word Master TEXAS,"$62,400",2.8%,37,"$85,100",94.6,1606
874,University of the Pacific Master CALIFORNIA,"$115,600",0.4%,159,"$180,100",82.8,1591
1823,University of the Pacific Master CALIFORNIA,"$91,000",2.4%,147,"$135,200",93.5,1596
2772,University of the Pacific Master CALIFORNIA,"$89,700",2.6%,103,"$144,200",92.1,1601
3721,University of the Pacific Master CALIFORNIA,"$58,800",3.9%,4,"$83,400",124.3,1606
699,Ursinus College Baccalaureate PENNSYLVANIA,"$98,600",1.9%,28,"$124,500",93.6,1591
1647,Ursinus College Baccalaureate PENNSYLVANIA,"$81,000",2.7%,36,"$105,800",101.9,1596
2596,Ursinus College Baccalaureate PENNSYLVANIA,"$71,100",2.0%,43,"$91,300",100.1,1601
3545,Ursinus College Baccalaureate PENNSYLVANIA,"$64,200",3.9%,14,"$88,200",96.6,1606
